Name,HOMFLY
12a_138,(1)+ (-2*v^(-2)+ 5-5*v^2+ 3*v^4-v^6)*z^2+ (-v^(-2)+ 6-7*v^2+ 5*v^4-v^6)*z^4+ (2-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_139,(v^(-4)-2*v^(-2)+ 1+ 2*v^2-v^4)+ (2*v^(-4)-7*v^(-2)+ 6-v^2)*z^2+ (v^(-4)-6*v^(-2)+ 8-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_140,(2-2*v^2+ v^4)+ (-v^(-4)+ v^(-2)+ 1-3*v^2+ 2*v^4-v^6)*z^2+ (2*v^(-2)-v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6
12a_141,(3-6*v^2+ 6*v^4-2*v^6)+ (-2*v^(-2)+ 9-15*v^2+ 9*v^4-v^6)*z^2+ (-3*v^(-2)+ 10-12*v^2+ 3*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ (1)*z^8
12a_142,(5*v^4-7*v^6+ 4*v^8-v^10)+ (-2*v^2+ 12*v^4-14*v^6+ 7*v^8-v^10)*z^2+ (-3*v^2+ 11*v^4-11*v^6+ 3*v^8)*z^4+ (-v^2+ 5*v^4-3*v^6)*z^6+ (v^4)*z^8
12a_143,(v^8+ 7*v^10-10*v^12+ 3*v^14)+ (7*v^8+ 24*v^10-24*v^12+ 4*v^14)*z^2+ (11*v^8+ 28*v^10-16*v^12+ v^14)*z^4+ (6*v^8+ 13*v^10-3*v^12)*z^6+ (v^8+ 2*v^10)*z^8
12a_144,(3*v^8+ 2*v^10-6*v^12+ 2*v^14)+ (2*v^6+ 11*v^8+ 5*v^10-9*v^12+ v^14)*z^2+ (3*v^6+ 11*v^8+ 6*v^10-3*v^12)*z^4+ (v^6+ 3*v^8+ 2*v^10)*z^6
12a_145,(5*v^8-3*v^10-2*v^12+ v^14)+ (2*v^6+ 13*v^8-v^10-6*v^12+ v^14)*z^2+ (3*v^6+ 11*v^8+ 4*v^10-3*v^12)*z^4+ (v^6+ 3*v^8+ 2*v^10)*z^6
12a_146,(-7*v^(-8)+ 12*v^(-6)-4*v^(-4))+ (-18*v^(-8)+ 42*v^(-6)-14*v^(-4))*z^2+ (-17*v^(-8)+ 52*v^(-6)-16*v^(-4))*z^4+ (-7*v^(-8)+ 31*v^(-6)-7*v^(-4))*z^6+ (-v^(-8)+ 9*v^(-6)-v^(-4))*z^8+ (v^(-6))*z^10
12a_147,(-5*v^(-8)+ 7*v^(-6)-v^(-2))+ (-8*v^(-8)+ 16*v^(-6)+ 5*v^(-4)-4*v^(-2))*z^2+ (-5*v^(-8)+ 14*v^(-6)+ 8*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 6*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_148,(-3*v^(-8)+ 2*v^(-6)+ 4*v^(-4)-2*v^(-2))+ (-6*v^(-8)+ 9*v^(-6)+ 10*v^(-4)-5*v^(-2))*z^2+ (-4*v^(-8)+ 10*v^(-6)+ 10*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 5*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_149,(1-3*v^2+ 7*v^4-5*v^6+ v^8)+ (3-10*v^2+ 15*v^4-7*v^6+ v^8)*z^2+ (3-11*v^2+ 11*v^4-3*v^6)*z^4+ (1-5*v^2+ 3*v^4)*z^6+ (-v^2)*z^8
12a_150,(-3*v^(-8)+ 2*v^(-6)+ 4*v^(-4)-2*v^(-2))+ (-3*v^(-8)+ 5*v^(-6)+ 8*v^(-4)-v^(-2)-1)*z^2+ (-v^(-8)+ 3*v^(-6)+ 6*v^(-4)+ v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
12a_151,(2*v^2-3*v^6+ 3*v^8-v^10)+ (-1+ 3*v^2+ v^4-5*v^6+ 3*v^8)*z^2+ (-1+ 2*v^2+ v^4-3*v^6)*z^4+ (v^2+ v^4)*z^6
12a_152,(2*v^6+ v^10-3*v^12+ v^14)+ (v^4+ 5*v^6+ 3*v^8+ 2*v^10-3*v^12)*z^2+ (v^4+ 3*v^6+ 3*v^8+ 2*v^10)*z^4
12a_153,(-3*v^(-8)+ 4*v^(-6)-v^(-4)+ 2*v^(-2)-1)+ (-3*v^(-8)+ 7*v^(-6)+ v^(-4)+ 4*v^(-2)-2)*z^2+ (-v^(-8)+ 4*v^(-6)+ 2*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-6)+ v^(-4)+ v^(-2))*z^6
12a_154,(3*v^4-4*v^6+ 5*v^8-4*v^10+ v^12)+ (v^2+ 5*v^4-9*v^6+ 11*v^8-4*v^10)*z^2+ (v^2+ v^4-8*v^6+ 6*v^8)*z^4+ (-v^4-3*v^6)*z^6
12a_155,(3-4*v^2+ v^4+ 2*v^6-v^8)+ (-v^(-2)+ 4-5*v^2-2*v^4+ 3*v^6)*z^2+ (-v^(-2)+ 2-v^2-3*v^4)*z^4+ (1+ v^2)*z^6
12a_156,(5*v^8-3*v^10-2*v^12+ v^14)+ (v^4+ 3*v^6+ 9*v^8-v^10-3*v^12)*z^2+ (v^4+ 3*v^6+ 5*v^8+ 2*v^10)*z^4
12a_157,(-2*v^(-2)+ 8-10*v^2+ 7*v^4-2*v^6)+ (-4*v^(-2)+ 15-18*v^2+ 9*v^4-v^6)*z^2+ (-3*v^(-2)+ 12-12*v^2+ 3*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ (1)*z^8
12a_158,(v^4-v^6+ 6*v^8-7*v^10+ 2*v^12)+ (4*v^4-5*v^6+ 16*v^8-10*v^10+ v^12)*z^2+ (4*v^4-8*v^6+ 13*v^8-3*v^10)*z^4+ (v^4-5*v^6+ 3*v^8)*z^6+ (-v^6)*z^8
12a_159,(v^4+ v^6+ v^8-3*v^10+ v^12)+ (v^2+ v^4+ 2*v^6+ 4*v^8-3*v^10)*z^2+ (v^2-v^4+ 3*v^8)*z^4+ (-v^4-v^6)*z^6
12a_160,(-v^(-8)-3*v^(-6)+ 8*v^(-4)-3*v^(-2))+ (-4*v^(-8)+ v^(-6)+ 17*v^(-4)-7*v^(-2))*z^2+ (-4*v^(-8)+ 7*v^(-6)+ 14*v^(-4)-5*v^(-2))*z^4+ (-v^(-8)+ 5*v^(-6)+ 6*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_161,(-v^(-8)-v^(-6)+ 3*v^(-4)+ v^(-2)-1)+ (-2*v^(-8)+ v^(-6)+ 7*v^(-4)+ 2*v^(-2)-2)*z^2+ (-v^(-8)+ 2*v^(-6)+ 6*v^(-4)+ 2*v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
12a_162,(3*v^4-4*v^6+ 5*v^8-4*v^10+ v^12)+ (v^2+ 5*v^4-9*v^6+ 11*v^8-4*v^10)*z^2+ (v^2+ v^4-8*v^6+ 6*v^8)*z^4+ (-v^4-3*v^6)*z^6
12a_163,(5*v^4-7*v^6+ 4*v^8-v^10)+ (-1-v^2+ 12*v^4-12*v^6+ 4*v^8)*z^2+ (-1+ 9*v^4-6*v^6)*z^4+ (v^2+ 3*v^4)*z^6
12a_164,(1-5*v^2+ 12*v^4-9*v^6+ 2*v^8)+ (3-12*v^2+ 21*v^4-10*v^6+ v^8)*z^2+ (3-11*v^2+ 13*v^4-3*v^6)*z^4+ (1-5*v^2+ 3*v^4)*z^6+ (-v^2)*z^8
12a_165,(1-v^2+ 4*v^6-4*v^8+ v^10)+ (2-3*v^2-v^4+ 7*v^6-3*v^8)*z^2+ (1-3*v^2-2*v^4+ 3*v^6)*z^4+ (-v^2-v^4)*z^6
12a_166,(1-5*v^2+ 12*v^4-9*v^6+ 2*v^8)+ (3-12*v^2+ 21*v^4-10*v^6+ v^8)*z^2+ (3-11*v^2+ 13*v^4-3*v^6)*z^4+ (1-5*v^2+ 3*v^4)*z^6+ (-v^2)*z^8
12a_167,(v^(-8)-8*v^(-6)+ 12*v^(-4)-4*v^(-2))+ (-2*v^(-8)-6*v^(-6)+ 22*v^(-4)-8*v^(-2))*z^2+ (-3*v^(-8)+ 3*v^(-6)+ 16*v^(-4)-5*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 6*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_168,(-v^(-8)+ v^(-6)-2*v^(-4)+ 5*v^(-2)-2)+ (-2*v^(-8)+ 3*v^(-6)+ 7*v^(-2)-3)*z^2+ (-v^(-8)+ 3*v^(-6)+ 2*v^(-4)+ 4*v^(-2)-1)*z^4+ (v^(-6)+ v^(-4)+ v^(-2))*z^6
12a_169,(-v^(-8)+ v^(-6)+ 2-v^2)+ (-v^(-8)+ 2*v^(-6)+ v^(-4)+ v^(-2)+ 2-v^2)*z^2+ (v^(-6)+ v^(-4)+ v^(-2)+ 1)*z^4
12a_170,(v^(-2)+ 1-4*v^2+ 5*v^4-3*v^6+ v^8)+ (v^(-2)-2-6*v^2+ 9*v^4-6*v^6+ v^8)*z^2+ (-2-v^2+ 6*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6
12a_171,(3-5*v^2+ 4*v^4-v^6)+ (-v^(-4)+ v^(-2)+ 4-10*v^2+ 6*v^4-v^6)*z^2+ (2*v^(-2)+ 1-6*v^2+ 3*v^4)*z^4+ (-1-2*v^2)*z^6
12a_172,(v^(-8)-4*v^(-6)+ 6*v^(-4)-4*v^(-2)+ 2)+ (3*v^(-8)-9*v^(-6)+ 12*v^(-4)-9*v^(-2)+ 3)*z^2+ (v^(-8)-8*v^(-6)+ 10*v^(-4)-8*v^(-2)+ 1)*z^4+ (-2*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^6+ (v^(-4))*z^8
12a_173,(2*v^(-4)-5*v^(-2)+ 6-3*v^2+ v^4)+ (3*v^(-4)-11*v^(-2)+ 12-8*v^2+ 2*v^4)*z^2+ (v^(-4)-8*v^(-2)+ 11-7*v^2+ v^4)*z^4+ (-2*v^(-2)+ 5-2*v^2)*z^6+ (1)*z^8
12a_174,(-2*v^(-6)+ 5*v^(-4)-5*v^(-2)+ 4-v^2)+ (-3*v^(-6)+ 11*v^(-4)-12*v^(-2)+ 8-2*v^2)*z^2+ (-v^(-6)+ 8*v^(-4)-11*v^(-2)+ 7-v^2)*z^4+ (2*v^(-4)-5*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_175,(v^(-4)-v^(-2)+ v^2)+ (v^(-8)-v^(-6)-v^(-2)-2+ v^2)*z^2+ (-2*v^(-6)-2)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_176,(v^(-6)-v^(-4)-v^(-2)+ 3-2*v^2+ v^4)+ (v^(-6)-3*v^(-4)-v^(-2)+ 3-4*v^2+ v^4)*z^2+ (-2*v^(-4)+ v^(-2)+ 2-2*v^2)*z^4+ (v^(-2)+ 1)*z^6
12a_177,(v^(-8)-3*v^(-6)+ 3*v^(-4)-1+ v^2)+ (v^(-8)-3*v^(-6)+ 3*v^(-4)-v^(-2)-2+ v^2)*z^2+ (-2*v^(-6)+ v^(-4)-2)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_178,(v^(-6)-3*v^(-2)+ 5-4*v^2+ 2*v^4)+ (v^(-6)-3*v^(-4)-5*v^(-2)+ 9-8*v^2+ v^4)*z^2+ (-2*v^(-4)+ 7-3*v^2)*z^4+ (v^(-2)+ 2)*z^6
12a_179,(-v^(-2)+ 4-5*v^2+ 5*v^4-2*v^6)+ (-3*v^(-2)+ 9-11*v^2+ 10*v^4-3*v^6)*z^2+ (-v^(-2)+ 8-10*v^2+ 8*v^4-v^6)*z^4+ (2-5*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_180,(1-v^2+ 2*v^4-v^6)+ (-v^(-4)+ v^(-2)+ 1-2*v^2+ 3*v^4-v^6)*z^2+ (2*v^(-2)-v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6
12a_181,(v^(-6)-v^(-4)+ v^(-2)-2+ 3*v^2-2*v^4+ v^6)+ (-3*v^(-4)+ 2*v^(-2)-4+ 3*v^2-3*v^4)*z^2+ (3*v^(-2)-1+ 3*v^2)*z^4+ (-1)*z^6
12a_182,(-3*v^(-6)+ 8*v^(-4)-9*v^(-2)+ 7-2*v^2)+ (-3*v^(-6)+ 13*v^(-4)-16*v^(-2)+ 12-3*v^2)*z^2+ (-v^(-6)+ 8*v^(-4)-12*v^(-2)+ 8-v^2)*z^4+ (2*v^(-4)-5*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_183,(v^(-6)-2*v^(-2)+ 2-v^4+ v^6)+ (-2*v^(-4)-3*v^(-2)+ 2-3*v^4)*z^2+ (v^(-2)+ 3+ 2*v^2)*z^4
12a_184,(v^(-4)-3*v^(-2)+ 4-v^2)+ (2*v^(-4)-7*v^(-2)+ 8-4*v^2+ v^4)*z^2+ (v^(-4)-6*v^(-2)+ 8-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_185,(-v^(-2)+ 3-2*v^2+ 2*v^4-v^6)+ (-2*v^(-2)+ 7-7*v^2+ 5*v^4-v^6)*z^2+ (-v^(-2)+ 6-8*v^2+ 5*v^4-v^6)*z^4+ (2-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_186,(-2*v^(-10)+ 4*v^(-8)-3*v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-10)+ 8*v^(-8)-9*v^(-6)+ 5*v^(-4)+ v^(-2))*z^2+ (3*v^(-8)-10*v^(-6)+ 6*v^(-4)-2*v^(-2))*z^4+ (-3*v^(-6)+ 4*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
12a_187,(-v^(-10)+ v^(-8)+ v^(-6)-2*v^(-4)+ 2*v^(-2))+ (3*v^(-8)-v^(-6)-2*v^(-4)+ 3*v^(-2))*z^2+ (-3*v^(-6)-v^(-4)+ v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_188,(-2*v^(-6)+ 5*v^(-4)-4*v^(-2)+ 2)+ (-v^(-6)+ 8*v^(-4)-11*v^(-2)+ 6-v^2)*z^2+ (3*v^(-4)-10*v^(-2)+ 7-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_189,(-v^(-6)+ 2*v^(-4)-1+ v^2)+ (-v^(-6)+ 6*v^(-4)-7*v^(-2)+ 2)*z^2+ (3*v^(-4)-9*v^(-2)+ 6-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_190,(-v^(-10)+ 2*v^(-8)-v^(-6)-v^(-4)+ 2*v^(-2))+ (-v^(-10)+ 6*v^(-8)-7*v^(-6)+ 3*v^(-4)+ v^(-2))*z^2+ (3*v^(-8)-9*v^(-6)+ 6*v^(-4)-2*v^(-2))*z^4+ (-3*v^(-6)+ 4*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
12a_191,(-v^(-6)+ v^(-4)+ v^(-2))+ (v^(-8)-4*v^(-6)+ 7*v^(-4)-3*v^(-2)+ 1)*z^2+ (-3*v^(-6)+ 8*v^(-4)-7*v^(-2)+ 2)*z^4+ (3*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_192,(-v^(-10)+ 2*v^(-8)-v^(-6)+ 1)+ (3*v^(-8)-3*v^(-6)+ v^(-2))*z^2+ (-3*v^(-6)+ v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_193,(v^(-8)-3*v^(-6)+ 5*v^(-4)-5*v^(-2)+ 3)+ (3*v^(-8)-8*v^(-6)+ 10*v^(-4)-11*v^(-2)+ 4)*z^2+ (v^(-8)-8*v^(-6)+ 9*v^(-4)-9*v^(-2)+ 1)*z^4+ (-2*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^6+ (v^(-4))*z^8
12a_194,(v^(-8)-2*v^(-6)+ 2*v^(-4)-v^(-2)+ v^2)+ (v^(-8)-3*v^(-6)+ 2*v^(-4)-2*v^(-2)-2+ v^2)*z^2+ (-2*v^(-6)+ v^(-4)-2)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_195,(2*v^(-8)-6*v^(-6)+ 9*v^(-4)-8*v^(-2)+ 4)+ (3*v^(-8)-11*v^(-6)+ 15*v^(-4)-14*v^(-2)+ 4)*z^2+ (v^(-8)-8*v^(-6)+ 11*v^(-4)-9*v^(-2)+ 1)*z^4+ (-2*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^6+ (v^(-4))*z^8
12a_196,(v^(-8)-v^(-6)-v^(-4)+ 3*v^(-2)-3+ 2*v^2)+ (v^(-8)-3*v^(-6)-v^(-4)+ 3*v^(-2)-5+ v^2)*z^2+ (-2*v^(-6)+ v^(-4)+ 2*v^(-2)-2)*z^4+ (v^(-4)+ v^(-2))*z^6
12a_197,(v^(-8)-v^(-6)+ 1-v^2+ v^4)+ (-2*v^(-6)-v^(-2)-2*v^2)*z^2+ (v^(-4)+ v^(-2)+ 1)*z^4
12a_198,(v^(-6)-v^(-4)+ 1-v^2+ v^4)+ (-3*v^(-4)+ v^(-2)+ 1-3*v^2)*z^2+ (3*v^(-2)+ 1-v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_199,(v^2+ 2*v^4-5*v^6+ 5*v^8-2*v^10)+ (2*v^2+ 3*v^4-9*v^6+ 8*v^8-v^10)*z^2+ (v^2-8*v^6+ 2*v^8+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_200,(v^(-8)-3*v^(-6)+ 5*v^(-4)-5*v^(-2)+ 3)+ (v^(-8)-6*v^(-6)+ 12*v^(-4)-13*v^(-2)+ 4)*z^2+ (-3*v^(-6)+ 10*v^(-4)-12*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_201,(v^(-8)-2*v^(-6)+ 2*v^(-4)-v^(-2)+ v^2)+ (-3*v^(-6)+ 4*v^(-4)-2*v^(-2)-3+ v^2)*z^2+ (3*v^(-4)-v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6
12a_202,(v^(-4)-v^(-2)+ v^2)+ (-v^(-6)+ 4*v^(-4)-7*v^(-2)+ 3-v^2)*z^2+ (3*v^(-4)-8*v^(-2)+ 7-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_203,(-v^(-6)+ 5*v^(-4)-7*v^(-2)+ 4)+ (-2*v^(-6)+ 9*v^(-4)-15*v^(-2)+ 8-2*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-12*v^(-2)+ 7-v^2)*z^4+ (2*v^(-4)-5*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_204,(v^(-4)-2+ 2*v^2)+ (-v^(-6)+ 2*v^(-4)-2*v^(-2)-3+ 2*v^2-v^4)*z^2+ (2*v^(-4)-v^(-2)-1+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6
12a_205,(4*v^4-5*v^6+ 3*v^8-v^10)+ (8*v^4-9*v^6+ 3*v^8+ v^10)*z^2+ (5*v^4-9*v^6-3*v^8+ 3*v^10)*z^4+ (v^4-5*v^6-4*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_206,(2*v^2-2*v^4+ 2*v^6-v^8)+ (3*v^2-3*v^4+ 3*v^6-3*v^8+ 2*v^10)*z^2+ (v^2-3*v^4-v^6-3*v^8+ v^10)*z^4+ (-v^4-v^6-v^8)*z^6
12a_207,(2*v^(-4)-6*v^(-2)+ 7-2*v^2)+ (v^(-4)-9*v^(-2)+ 15-9*v^2+ 2*v^4)*z^2+ (-3*v^(-2)+ 12-10*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6+ (-v^2)*z^8
12a_208,(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (-3*v^(-4)+ 3*v^(-2)+ 1-3*v^2+ v^4)*z^2+ (3*v^(-2)-2*v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_209,(v^(-4)-3*v^(-2)+ 4-v^2)+ (v^(-4)-6*v^(-2)+ 9-5*v^2+ v^4)*z^2+ (v^(-4)-5*v^(-2)+ 9-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_210,(v^2+ v^4-2*v^8+ v^10)+ (2*v^2+ v^4-2*v^6-v^8+ v^10)*z^2+ (v^2-v^4-4*v^6-v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_211,(-3*v^(-2)+ 4+ 3*v^2-3*v^4)+ (-6*v^(-2)+ 9+ 9*v^2-6*v^4)*z^2+ (-4*v^(-2)+ 10+ 10*v^2-4*v^4)*z^4+ (-v^(-2)+ 5+ 5*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_212,(-v^(-2)+ 4*v^2-v^4-v^6)+ (-2*v^(-2)+ 1+ 7*v^2+ v^4-2*v^6)*z^2+ (-v^(-2)+ 2+ 6*v^2+ 2*v^4-v^6)*z^4+ (1+ 2*v^2+ v^4)*z^6
12a_213,(v^(-2)-v^2+ v^4)+ (-v^(-2)+ 3-7*v^2+ 4*v^4-v^6)*z^2+ (-v^(-2)+ 5-8*v^2+ 5*v^4-v^6)*z^4+ (2-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_214,(1)+ (v^(-4)-4*v^(-2)+ 6-4*v^2+ v^4)*z^2+ (v^(-4)-5*v^(-2)+ 8-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_215,(v^(-8)-4*v^(-6)+ 5*v^(-4)-2*v^(-2)+ 1)+ (v^(-8)-7*v^(-6)+ 14*v^(-4)-10*v^(-2)+ 3)*z^2+ (-3*v^(-6)+ 11*v^(-4)-11*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_216,(1-2*v^2+ 5*v^4-4*v^6+ v^8)+ (3-8*v^2+ 12*v^4-9*v^6+ 3*v^8)*z^2+ (1-8*v^2+ 10*v^4-8*v^6+ v^8)*z^4+ (-2*v^2+ 5*v^4-2*v^6)*z^6+ (v^4)*z^8
12a_217,(-v^(-6)+ 4*v^(-4)-5*v^(-2)+ 3)+ (-v^(-6)+ 7*v^(-4)-14*v^(-2)+ 10-3*v^2)*z^2+ (3*v^(-4)-11*v^(-2)+ 11-3*v^2)*z^4+ (-3*v^(-2)+ 5-v^2)*z^6+ (1)*z^8
12a_218,(1-v^2+ 3*v^4-3*v^6+ v^8)+ (v^(-2)-1-v^2+ 3*v^4-3*v^6+ v^8)*z^2+ (-2+ v^4-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_219,(-v^(-10)+ 3*v^(-8)-5*v^(-6)+ 4*v^(-4))+ (-v^(-10)+ 7*v^(-8)-13*v^(-6)+ 12*v^(-4)-2*v^(-2))*z^2+ (3*v^(-8)-11*v^(-6)+ 11*v^(-4)-3*v^(-2))*z^4+ (-3*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8
12a_220,(3-5*v^2+ 4*v^4-v^6)+ (-2*v^(-2)+ 8-14*v^2+ 9*v^4-2*v^6)*z^2+ (-v^(-2)+ 7-12*v^2+ 7*v^4-v^6)*z^4+ (2-5*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_221,(v^(-2)-v^2+ v^4)+ (-v^(-4)+ 2*v^(-2)-2-2*v^2+ 2*v^4-v^6)*z^2+ (2*v^(-2)-1-v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6
12a_222,(v^(-4)-2*v^(-2)+ 3-2*v^2+ v^4)+ (v^(-4)-6*v^(-2)+ 8-6*v^2+ v^4)*z^2+ (v^(-4)-5*v^(-2)+ 9-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_223,(v^(-8)-4*v^(-6)+ 5*v^(-4)-2*v^(-2)+ 1)+ (-4*v^(-6)+ 10*v^(-4)-6*v^(-2)+ v^2)*z^2+ (5*v^(-4)-5*v^(-2)-1+ v^2)*z^4+ (-2*v^(-2)-1)*z^6
12a_224,(v^(-2)+ 1-4*v^2+ 4*v^4-v^6)+ (-v^(-2)+ 3-9*v^2+ 7*v^4-2*v^6)*z^2+ (-v^(-2)+ 5-8*v^2+ 6*v^4-v^6)*z^4+ (2-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_225,(-2*v^(-6)+ 5*v^(-4)-4*v^(-2)+ 2)+ (v^(-8)-5*v^(-6)+ 13*v^(-4)-12*v^(-2)+ 4)*z^2+ (-3*v^(-6)+ 10*v^(-4)-12*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_226,(v^2+ v^6-v^8)+ (2*v^2+ v^4-v^6+ v^10)*z^2+ (v^2-v^4-4*v^6-v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_227,(4*v^4-5*v^6+ 3*v^8-v^10)+ (v^2+ 6*v^4-9*v^6+ 5*v^8)*z^2+ (v^2+ v^4-8*v^6+ v^8+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_228,(-2*v^(-6)+ 6*v^(-4)-6*v^(-2)+ 3)+ (-2*v^(-6)+ 11*v^(-4)-15*v^(-2)+ 7-v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-13*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-5*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_229,(v^(-6)-v^(-4)-v^(-2)+ 2)+ (-3*v^(-4)+ v^(-2)+ 2-2*v^2)*z^2+ (3*v^(-2)+ 1-v^2+ v^4)*z^4+ (-1-v^2)*z^6
12a_230,(-v^(-10)+ 3*v^(-8)-5*v^(-6)+ 4*v^(-4))+ (4*v^(-8)-8*v^(-6)+ 7*v^(-4))*z^2+ (-5*v^(-6)+ 4*v^(-4)-1)*z^4+ (2*v^(-4)+ v^(-2))*z^6
12a_231,(4*v^4-5*v^6+ 3*v^8-v^10)+ (v^2+ 7*v^4-10*v^6+ 4*v^8+ v^10)*z^2+ (v^2+ v^4-9*v^6+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_232,(v^2+ v^4-v^6)+ (2*v^2+ v^4-2*v^6+ v^10)*z^2+ (v^2-v^4-4*v^6-v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_233,(3-4*v^2+ 2*v^4)+ (v^(-4)-4*v^(-2)+ 7-8*v^2+ 2*v^4)*z^2+ (v^(-4)-5*v^(-2)+ 8-6*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_234,(-2*v^(-2)+ 2+ 4*v^2-3*v^4)+ (-5*v^(-2)+ 7+ 8*v^2-5*v^4)*z^2+ (-4*v^(-2)+ 9+ 9*v^2-4*v^4)*z^4+ (-v^(-2)+ 5+ 5*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_235,(-v^(-2)+ 1+ 2*v^2-v^6)+ (-2*v^(-2)+ 2+ 5*v^2-v^6)*z^2+ (-v^(-2)+ 2+ 5*v^2+ v^4-v^6)*z^4+ (1+ 2*v^2+ v^4)*z^6
